,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,BB diameter,ttd,dtd,csd,ssd,Chain stay position on BB,SSTopZOFFSET,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,ERD rear,Wheel width rear,BSD front,Wheel width front,ERD front,BSD rear,Display AEROBARS,BB length,Head tube diameter,Wheel cut,Seat tube diameter,Front Fender include,Rear Fender include,Number of cogs,Number of chainrings,Display RACK,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,SPOKES composite front,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,Down tube diameter,Seatpost LENGTH,MATERIAL OHCLASS: ALUMINIUM,MATERIAL OHCLASS: BAMBOO,MATERIAL OHCLASS: CARBON,MATERIAL OHCLASS: OTHER,MATERIAL OHCLASS: STEEL,MATERIAL OHCLASS: TITANIUM,Dropout spacing style OHCLASS: 0,Dropout spacing style OHCLASS: 1,Dropout spacing style OHCLASS: 2,Dropout spacing style OHCLASS: 3,Fork type OHCLASS: 0,Fork type OHCLASS: 1,Fork type OHCLASS: 2,Stem kind OHCLASS: 0,Stem kind OHCLASS: 1,Stem kind OHCLASS: 2,Handlebar style OHCLASS: 0,Handlebar style OHCLASS: 1,Handlebar style OHCLASS: 2,Head tube type OHCLASS: 0,Head tube type OHCLASS: 1,Head tube type OHCLASS: 2,Head tube type OHCLASS: 3,Top tube type OHCLASS: 0,Top tube type OHCLASS: 1,bottle SEATTUBE0 show OHCLASS: False,bottle SEATTUBE0 show OHCLASS: True,bottle DOWNTUBE0 show OHCLASS: False,bottle DOWNTUBE0 show OHCLASS: True,BELTorCHAIN OHCLASS: 0,BELTorCHAIN OHCLASS: 1,RIM_STYLE front OHCLASS: DISC,RIM_STYLE front OHCLASS: SPOKED,RIM_STYLE front OHCLASS: TRISPOKE,RIM_STYLE rear OHCLASS: DISC,RIM_STYLE rear OHCLASS: SPOKED,RIM_STYLE rear OHCLASS: TRISPOKE
741,378.83,0.0,565.6,72.0,105.0,45.0,314.8,72.5,594.1404658196047,40.0,28.6,41.5,23.35,13.0,15.0,9.0,26.3,34.8,53.1,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,0,0,0.0,102,255,102,1,80.0,80.0,278.0,400.0,34.9,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
742,378.83,0.0,565.6,72.0,105.0,45.0,314.8,72.5,594.1404658196047,40.0,28.6,41.5,23.35,13.0,15.0,9.0,26.3,34.8,53.1,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,0,0,0.0,0,153,204,1,80.0,80.0,278.0,400.0,34.9,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
743,378.83,0.0,565.6,72.0,105.0,45.0,314.8,72.5,594.1404658196047,40.0,28.6,41.5,23.35,13.0,15.0,9.0,26.3,34.8,53.1,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,0,0,0.0,255,255,255,1,80.0,80.0,278.0,400.0,34.9,300,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
744,420.0,20.0,565.6,69.5,145.0,45.0,500.5,73.0,639.9015601010223,40.0,28.6,115.0,45.0,26.5,15.0,9.0,80.0,50.5,80.0,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,62.0,600.0,62.0,582.0,600.0,0.0,68.0,45.0,692.0,40.0,1.0,1.0,0,0,0.0,204,204,255,1,80.0,80.0,278.0,698.0,34.9,200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
745,631.49,75.0,565.6,72.0,92.9,150.0,500.0,73.5,670.8017797643638,40.0,28.6,36.5,25.0,16.5,15.0,9.0,33.0,225.0,42.1,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,519.0,38.1,559.0,38.1,519.0,559.0,0.0,68.0,31.8,692.0,31.8,1.0,1.0,7,1,1.0,51,204,0,1,80.0,80.0,278.0,780.0,31.8,350,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
746,420.0,10.0,565.6,73.0,120.0,10.0,250.0,75.0,630.1245329107579,40.0,30.700000000000003,36.5,27.5,16.5,15.0,9.0,25.7,10.0,49.6,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,570.0,23.0,609.0,23.0,570.0,609.0,0.0,68.0,45.0,692.0,32.0,1.0,1.0,1,1,0.0,250,110,0,1,80.0,80.0,230.0,316.0,40.0,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
747,440.0,70.0,565.6,70.0,181.9,45.0,516.2,73.0,662.9162524280898,40.0,28.6,36.5,24.0,13.0,15.0,9.0,32.9,50.2,48.2,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,544.0,57.0,559.0,57.0,544.0,559.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,0,0,1.0,204,204,255,1,80.0,80.0,278.0,746.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
748,405.0,78.0,565.6,73.5,131.4,40.0,580.0,75.0,668.8439637200014,38.1,25.4,34.0,17.35,10.5,15.0,10.6,27.9,19.3,36.3,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,615.0,23.0,622.0,32.0,615.0,622.0,0.0,68.0,31.7,692.0,28.6,1.0,1.0,9,1,0.0,255,255,255,1,80.0,80.0,278.0,730.0,28.6,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
749,400.0,55.0,565.6,74.5,140.0,40.0,570.0,74.0,698.4733567935963,38.1,28.6,34.0,18.75,19.0,14.0,25.0,40.0,30.0,55.0,330.0,300.0,16.0,18.0,0.0,0.0,120.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,35.0,622.0,35.0,582.0,622.0,0.0,68.0,35.0,692.0,28.6,1.0,1.0,0,0,0.0,102,102,102,1,80.0,80.0,298.0,733.0,31.8,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
750,423.77,60.0,565.6,75.0,223.9,85.0,670.0,76.5,664.4554344009647,40.0,40.9,36.5,32.5,16.5,15.0,9.0,37.7,40.0,46.4,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,565.0,42.0,622.0,42.0,565.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,9,1,1.0,153,0,0,1,80.0,80.0,275.0,830.0,50.0,250,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
752,380.0,20.0,565.6,69.0,125.0,20.0,271.5,74.5,582.8110153538365,40.0,45.9,39.95,23.35,14.0,15.0,9.0,28.3,21.5,48.8,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,580.0,23.0,580.0,23.0,580.0,580.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,0,0,0.0,0,0,0,1,80.0,80.0,220.0,380.0,34.9,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
753,389.34,50.0,565.6,75.49999999999999,123.0,45.0,595.5,75.49999999999999,635.3449521620174,40.0,27.0,28.6,20.0,13.0,15.0,9.0,29.0,45.5,36.1,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,333.0,23.0,622.0,23.0,333.0,622.0,0.0,68.0,28.6,692.0,28.6,1.0,1.0,0,0,0.0,255,255,255,1,80.0,80.0,278.0,71.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
754,425.95,140.5,565.6,75.5,156.9,45.0,555.5,80.0,759.3453024981336,40.0,28.6,36.5,23.35,13.0,15.0,9.0,25.0,55.1,57.1,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,8,1,0.0,0,0,0,10,80.0,80.0,278.0,600.0,34.9,300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
755,405.0,0.0,565.6,64.6,122.9,45.0,352.1,69.6,575.122381194091,40.0,28.6,46.5,29.85,21.0,15.0,9.0,25.3,42.1,62.3,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,612.0,23.0,582.0,612.0,0.0,68.0,55.0,692.0,31.8,1.0,1.0,8,0,0.0,255,255,255,1,80.0,80.0,278.0,550.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
756,405.0,60.0,565.6,73.0,145.0,45.0,516.1,80.0,644.9427863140681,40.0,28.6,36.5,23.35,13.0,15.0,9.0,34.7,50.1,49.3,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,8,1,0.0,0,0,0,1,80.0,80.0,278.0,718.0,34.9,300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
757,373.78,0.0,565.6,72.0,116.0,45.0,325.5,74.0,608.1109356879429,40.0,28.6,36.5,24.7,18.85,15.0,9.0,26.0,35.5,53.4,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,50.0,692.0,31.8,1.0,1.0,0,0,0.0,51,153,255,1,80.0,80.0,278.0,400.0,34.9,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
758,373.78,0.0,565.6,72.5,110.0,45.0,330.1,74.0,607.3566550151745,40.0,28.6,36.5,23.35,13.0,15.0,9.0,27.5,30.1,54.2,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,55.0,692.0,31.8,1.0,1.0,0,0,0.0,0,0,0,1,80.0,80.0,278.0,418.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
759,430.0,70.0,565.6,72.0,130.0,45.0,480.3,75.0,682.9676115354928,40.0,28.6,36.5,23.35,13.0,15.0,9.0,32.7,50.3,48.9,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,40.0,622.0,40.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,8,1,0.0,255,255,255,1,80.0,80.0,278.0,690.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
760,405.0,70.0,565.6,73.0,166.1,45.0,606.0,74.0,665.3356144133619,40.0,27.1,36.0,23.35,13.0,15.0,9.0,34.8,46.0,40.3,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,632.0,23.0,622.0,23.0,632.0,622.0,0.0,68.0,40.0,692.0,28.8,1.0,1.0,9,1,0.0,0,102,255,1,80.0,80.0,278.0,820.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
761,390.0,58.0,565.6,75.0,128.1,45.0,601.3,75.0,647.2713886285612,40.0,28.6,36.5,23.35,13.0,15.0,9.0,34.6,31.3,48.9,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,8,1,0.0,51,51,51,1,80.0,80.0,278.0,718.0,40.0,300,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
762,415.0,80.0,565.6,73.0,124.9,45.0,509.0,74.5,664.2693874816417,40.0,28.6,36.5,23.35,13.0,15.0,9.0,33.5,49.0,46.7,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,35.0,692.0,31.8,1.0,1.0,9,1,0.0,102,102,102,1,80.0,80.0,278.0,683.0,34.9,300,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
763,390.0,58.0,565.6,75.0,128.1,45.0,601.3,75.0,647.2713886285612,40.0,28.6,36.5,20.0,15.0,15.0,9.0,34.6,31.3,48.9,330.0,300.0,16.0,18.0,0.0,0.0,120.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,8,1,0.0,255,255,255,1,80.0,80.0,278.0,718.0,40.0,300,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
764,440.0,70.0,565.6,70.0,181.9,45.0,516.2,73.0,662.9162524280898,40.0,28.6,36.5,24.0,13.0,15.0,9.0,32.9,50.2,48.2,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,544.0,57.0,559.0,57.0,544.0,559.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,0,0,1.0,204,204,255,1,80.0,80.0,278.0,746.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
765,387.46,70.0,565.6,76.0,149.1,45.0,543.0,77.5,656.2127195225289,40.0,28.6,36.5,23.35,13.0,15.0,9.0,34.7,52.3,50.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,8,1,0.0,204,204,255,2,38.0,80.0,278.0,718.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
766,380.63,10.0,565.6,72.0,110.0,45.0,340.5,74.0,628.8073497636211,40.0,33.6,36.5,33.7,21.85,15.0,9.0,26.7,34.5,52.2,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,55.0,692.0,31.8,1.0,1.0,0,0,0.0,102,51,0,1,80.0,80.0,278.0,410.0,47.9,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
767,450.0,75.0,565.6,71.0,150.0,45.0,490.0,73.5,671.6417790091042,40.0,35.8,42.9,23.35,15.0,15.0,12.3,34.4,52.7,53.7,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,40.0,622.0,40.0,582.0,622.0,0.0,68.0,50.0,692.0,34.8,1.0,1.0,9,2,0.0,59,59,24,1,80.0,80.0,278.0,715.0,34.9,330,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
768,480.0,50.0,565.6,65.0,161.9,45.0,443.9,67.0,628.7259552458025,40.0,35.2,36.5,23.35,13.0,15.0,9.0,34.9,63.9,42.3,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,8,1,0.0,204,204,255,3,80.0,80.0,278.0,718.0,34.9,300,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
769,445.0,70.0,565.6,71.0,128.0,45.0,553.1,72.0,645.5092779710939,40.0,28.6,36.5,23.35,13.0,15.0,9.0,33.2,23.1,42.8,330.0,300.0,16.0,18.0,0.0,0.0,135.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,47.0,622.0,47.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,8,1,0.0,255,0,0,1,80.0,80.0,278.0,715.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
770,415.0,80.0,565.6,73.0,125.6,45.0,509.0,74.5,666.7154903255162,40.0,28.6,36.5,23.35,13.0,15.0,9.0,33.5,49.0,46.5,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,35.0,692.0,31.8,1.0,1.0,9,1,0.0,102,102,102,1,80.0,80.0,278.0,683.0,34.9,300,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
771,405.0,60.0,565.6,74.5,138.6,45.0,570.0,73.5,698.4112097650258,38.1,28.6,34.0,18.75,19.0,14.0,25.0,40.0,30.0,55.0,330.0,300.0,16.0,18.0,0.0,0.0,120.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,35.0,622.0,35.0,582.0,622.0,0.0,68.0,35.0,692.0,28.6,1.0,1.0,0,0,0.0,102,102,102,1,80.0,80.0,298.0,780.0,31.8,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
772,460.0,61.0,565.6,72.0,151.4,45.0,596.0,72.0,682.3622157531233,40.0,28.6,36.5,23.35,13.0,15.0,9.0,30.0,17.0,38.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,606.0,35.0,622.0,35.0,606.0,622.0,0.0,68.0,36.0,692.0,31.8,1.0,1.0,9,1,1.0,51,255,0,1,80.0,80.0,278.0,790.0,34.9,300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
773,378.98,0.0,565.6,72.5,100.0,45.0,318.4,74.0,603.5268551862455,40.0,28.6,36.5,23.35,13.0,15.0,9.0,27.2,29.4,52.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,0,0,0.0,51,255,51,1,80.0,80.0,278.0,408.0,34.9,300,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
774,405.0,70.0,565.6,73.0,145.0,45.0,515.2,74.0,651.4536763435153,40.0,28.6,36.5,23.35,15.0,15.0,9.0,28.9,49.2,49.6,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,592.0,23.0,622.0,23.0,592.0,622.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,0,0,0.0,255,255,255,1,80.0,80.0,278.0,718.0,34.9,330,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
775,380.23,0.0,565.6,72.0,110.0,45.0,295.6,74.0,607.8795645919585,40.0,27.1,36.5,22.7,16.5,15.0,9.0,22.7,36.6,53.6,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2,0.9,1.1,0.9,1.2,1.0,0.9,582.0,23.0,622.0,23.0,582.0,622.0,0.0,68.0,55.0,692.0,31.0,1.0,1.0,0,0,0.0,102,153,255,1,80.0,80.0,258.0,400.0,36.9,300,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
