,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,Sim 1 Dropout X Disp.,Sim 1 Dropout Y Disp.,Sim 1 Bottom Bracket X Disp.,Sim 1 Bottom Bracket Y Disp.,Sim 2 Bottom Bracket Z Disp.,Sim 3 Bottom Bracket Y Disp.,Sim 3 Bottom Bracket X Rot.,Sim 1 Safety Factor,Sim 3 Safety Factor,Model Mass,batch
339,0,0,Steel,0.432,0.068,0.5656,0.045,74.49998322747555,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0494,0.0571,0.0366,71.5,0.081,0.49,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.001833,0.007122,0.000887,0.003876,0.00092966,0.005906,0.00053013,0.637246,0.03949,-0.06504,0.04644,-0.02746,0.001359,-0.0083625,0.003078571428571434,0.1795,0.5989,4.23,1_2
340,0,0,Steel,0.465,0.07,0.5656,0.06,71.49997621217057,0.04,0.0267,0.036,0.0365,0.02245,0.01225,0.028,0.015,0.0408,0.0575,0.0311,71.5,0.1226,0.5,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.003378,0.000989,0.000584,0.002128,0.008077,0.001703,0.003242,0.700381,0.0221,-0.04784,0.02658,-0.02502,0.001783,-0.0088205,0.0036642857142857106,0.2677,0.7579,4.5,1_2
342,0,0,Aluminum,0.4,0.0275,0.5656,0.045,71.99999647998123,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0452,0.0541,0.0288,66.5,0.12,0.325,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.00174,0.001114,0.004643,0.003856,0.001794,0.004392,0.001858,0.637064,-0.009603,0.01675,-0.01042,0.008839,0.003283,-0.009329,0.007514285714285707,0.9451,0.8765,1.68,3_2
343,0,0,Aluminum,0.405,-0.025,0.5656,0.25,70.49999297232874,0.04,0.0286,0.045,0.0365,0.02335,0.0215,0.0318,0.015,0.0309,0.051,0.0192,61.5,0.08,0.37,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.006336,0.000582,0.00221,0.002262,0.005636,0.000847,0.0006245,0.549616,-0.02099,0.03121,-0.01878,0.007226,0.004596,-0.0026455000000000003,0.012492857142857142,0.2458,1.163,1.31,3_2
344,0,0,Aluminum,0.405,0.0,0.5656,0.045,68.60000762789541,0.04,0.0459,0.045,0.04745,0.02335,0.013,0.0318,0.015,0.0639,0.0487,0.0318,68.5,0.1,0.2987,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.006752,0.008773,0.0019,0.005374,0.007873,0.008495,0.00146,0.577766,-0.005475,0.007263,-0.005602,0.002491,0.001407,-0.00119465,0.0030907142857142843,1.189,2.372,2.66,3_2
346,0,0,Steel,0.418,0.082,0.5656,0.045,71.99999647998123,0.04196,0.027,0.0338,0.0365,0.02285,0.015,0.0286,0.015,0.0342,0.0256,0.0346,73.3,0.1543,0.5956,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.0143,0.000534,0.001503,0.000548,0.00081439,0.004247,0.005212,0.009086,0.656402,0.01056,-0.02369,0.01342,-0.01281,0.001192,-0.0046415,0.002878571428571426,0.4254,0.7354,5.95,1_2
347,0,0,Titanium,0.46,0.06,0.5656,0.04,69.99997270451806,0.04341,0.02543,0.032,0.034,0.01735,0.0105,0.0275,0.015,0.0346,0.0185,0.0294,70.0,0.0797,0.52,0.074,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.0106,0.003671,0.004626,0.00537,0.002313,0.001011,0.006198,0.003181,0.630384,0.02996,-0.05126,0.0354,-0.02112,0.003573,-0.006481000000000001,0.007885714285714284,0.7164,2.303,2.96,1_2
348,0,0,Steel,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.02855,0.037,0.0365,0.02335,0.013,0.028,0.015,0.0407,0.0325,0.0325,72.5,0.11,0.5525,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.007,0.00145,0.007464,0.00053,0.00090815,0.002996,0.001669,0.00107,0.631186,0.03332,-0.05815,0.04,-0.02791,0.001116,-0.0094035,0.0031928571428571388,0.2011,0.5994,4.23,1_2
349,0,0,Steel,0.353,0.0,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0471,0.0474,0.0358,75.0,0.145,0.5134,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.001837,0.002844,0.001973,0.002799,0.001543,0.00073405,0.001138,0.610529,-0.005462,0.008501,-0.005387,0.004823,0.0007575,-0.0054535,0.002607142857142862,1.084,0.9005,3.64,1_2
351,0,0,Steel,0.22,0.01,0.5656,0.045,69.50000973248692,0.04,0.0267,0.0318,0.0365,0.02335,0.013,0.028,0.015,0.0379,0.0362,0.027,69.0,0.1,0.1862,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.001707,0.00158,0.003124,0.001114,0.002998,0.004234,0.008902,0.449116,-0.002066,0.003384,-0.002202,0.001806,0.0007553,-0.0018769999999999998,0.00257142857142857,1.244,1.058,6.02,1_2
352,0,0,Steel,0.425,0.03,0.5656,0.045,73.49999998763374,0.04,0.0292,0.045,0.0365,0.022,0.017,0.0318,0.015,0.0571,0.0534,0.0224,70.0,0.111,0.4,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.008,0.007339,0.001154,0.008238,0.001566,0.009126,0.001198,0.001355,0.60023,-0.003955,0.006207,-0.004266,0.002789,0.001652,-0.001924,0.003914285714285713,1.091,1.727,5.91,1_2
354,0,0,Titanium,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.048,0.0359,73.0,0.145,0.552,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.00202,0.001285,0.002882,0.00282,0.001441,0.003828,0.00099074,0.653639,0.0405,-0.07886,0.04838,-0.04217,0.003086,-0.015,0.007999999999999995,0.4818,1.501,2.04,1_2
355,0,0,Steel,0.455,0.07,0.5656,0.07,70.49999297232874,0.04,0.0316,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0498,0.0493,0.0289,70.5,0.1465,0.4495,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.005197,0.002011,0.00501,0.003105,0.001331,0.00080964,0.002077,0.65349,0.01123,-0.02229,0.01331,-0.01159,0.001205,-0.0040605,0.002950000000000001,0.454,1.327,5.61,1_2
356,0,0,Titanium,0.42,0.0,0.5656,0.2,69.99997270451806,0.04,0.05,0.045,0.0475,0.04,0.0215,0.04,0.015,0.0455,0.0534,0.03,63.5,0.1,0.3534,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.001317,0.001396,0.004447,0.004026,0.00706,0.00354,0.003887,0.605715,-0.001767,0.004431,-0.001754,0.001222,0.0004869,-0.0008279,0.0013485714285714288,2.397,8.888,4.7,1_2
357,0,0,Steel,0.425,0.02,0.5656,0.045,71.00001324013941,0.04,0.0292,0.045,0.0365,0.022,0.017,0.0318,0.015,0.0547,0.0518,0.0235,70.0,0.1119,0.4826,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.008,0.003613,0.001485,0.001833,0.001876,0.00152,0.009655,0.007122,0.675463,-0.003535,0.006622,-0.003745,0.003539,0.001033,-0.003541,0.0021857142857142843,1.278,1.236,6.57,1_2
358,0,0,Steel,0.39,0.065,0.5656,0.045,75.50002376309689,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0551,0.0408,0.0292,73.0,0.12,0.3258,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.003097,0.000575,0.000524,0.005544,0.002366,0.00084318,0.00067164,0.649125,0.04009,-0.06736,0.04644,-0.03516,0.002388,-0.012209999999999999,0.0062857142857142894,0.1659,0.4771,2.39,1_2
360,0,0,Steel,0.43,0.026,0.5656,0.038,69.99997270451806,0.04,0.0327,0.04,0.0365,0.022,0.017,0.029,0.015,0.0408,0.0288,0.025,68.0,0.1023,0.38,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.008,0.003878,0.000856,0.001032,0.009439,0.005615,0.004851,0.00052819,0.650543,-0.01105,0.01868,-0.01159,0.009529,0.002459,-0.009287,0.005800000000000001,0.6329,0.6567,3.52,1_2
361,0,0,Steel,0.416,0.04,0.5656,0.072,72.99997971982306,0.035,0.0377,0.045,0.04495,0.0222,0.0185,0.0254,0.015,0.045,0.07,0.03,71.0,0.1165,0.435,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.0112,0.000596,0.002316,0.00577,0.00126,0.00063929,0.001921,0.003448,0.651663,-0.001392,0.002983,-0.001659,0.001534,0.0007795,-0.001575,0.001714285714285714,1.213,2.273,6.29,1_2
362,0,0,Titanium,0.413,0.07,0.5656,0.045,75.00000349528622,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.0486,0.0356,72.0,0.126,0.5147,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.000783,0.002527,0.001408,0.003255,0.00072155,0.004682,0.007353,0.641632,0.01638,-0.03034,0.01967,-0.01495,0.00135,-0.0050795,0.0031357142857142864,0.8875,2.588,3.99,3_1
363,0,0,Titanium,0.41,0.015,0.5656,0.2,69.99997270451806,0.04,0.05,0.045,0.0475,0.04,0.0215,0.04,0.015,0.0455,0.0534,0.03,63.5,0.1,0.3534,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.000909,0.004011,0.007034,0.00059638,0.003685,0.003839,0.001412,0.616055,-0.001579,0.004555,-0.00169,0.001206,0.0004499,-0.00099505,0.001970714285714285,1.808,2.354,5.15,1_2
364,0,0,Titanium,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.004916,0.006024,0.000742,0.002691,0.001999,0.003029,0.009819,0.653639,0.01859,-0.03636,0.02234,-0.01931,0.001116,-0.006881,0.003142857142857138,0.8769,2.432,4.59,1_2
365,0,0,Steel,0.44722,0.111,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.053,0.0502,0.032,73.0,0.1425,0.5162,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.002918,0.002336,0.000717,0.001506,0.001506,0.001098,0.003076,0.684902,0.0175,-0.04036,0.02314,-0.02154,0.001269,-0.007696,0.002857142857142858,0.2807,0.7512,4.52,1_2
366,0,0,Steel,0.315,-0.03,0.5656,0.029,69.99997270451806,0.04,0.0286,0.045,0.0365,0.01985,0.015,0.0318,0.015,0.0319,0.0255,0.0234,72.5,0.0963,0.2055,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.0112,0.001243,0.001732,0.001387,0.009247,0.009648,0.008837,0.003101,0.509994,-0.002183,0.001982,-0.002115,0.0003576,0.0005977,-7.131e-05,0.001517,0.8463,2.722,3.71,1_2
367,0,0,Steel,0.425,0.066,0.5656,0.045,71.99999647998123,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0286,0.015,0.048,0.025,0.0379,72.0,0.1442,0.59,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.009146,0.000763,0.002259,0.001553,0.003036,0.003792,0.001469,0.669485,0.02231,-0.04548,0.02664,-0.02425,0.00208,-0.008664,0.004785714285714288,0.3068,0.8583,4.04,1_2
368,0,0,Aluminum,0.41,0.047,0.5656,0.195,72.50001674779189,0.049,0.0317,0.05,0.0365,0.02335,0.016,0.035,0.015,0.0477,0.1853,0.0379,73.5,0.185,0.6653,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.000582,0.002903,0.000667,0.00055189,0.001122,0.004041,0.003331,0.658571,-0.01034,0.02603,-0.01206,0.01557,0.003395,-0.01944,0.014428571428571435,0.6993,0.281,2.21,3_2
369,0,0,Steel,0.405,0.07,0.5656,0.045,73.49999998763374,0.04,0.0307,0.045,0.044,0.0285,0.013,0.036,0.015,0.0526,0.0284,0.0454,73.0,0.1409,0.56,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.0027,0.00118,0.009173,0.004312,0.006787,0.001319,0.001319,0.649093,0.009716,-0.01869,0.01161,-0.009699,0.0007936,-0.0037345,0.002135714285714284,0.518,1.513,6.72,1_2
370,0,0,Steel,0.41,0.07,0.5656,0.045,72.50001674779189,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0505,0.0317,0.0385,73.0,0.1488,0.5917,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.003193,0.000928,0.000898,0.00056827,0.00083246,0.00089825,0.00069031,0.647546,0.03978,-0.07847,0.04816,-0.04125,0.002672,-0.01464,0.00614285714285714,0.1846,0.4762,2.69,1_2
371,0,0,Titanium,0.425,0.035,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0626,0.0512,0.036,71.0,0.1,0.465,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.002748,0.008779,0.006807,0.0005096,0.004805,0.00553,0.00061995,0.61983,-0.01223,0.01974,-0.01324,0.008757,0.002627,-0.0056215,0.010178571428571427,1.835,1.566,3.45,1_2
373,0,0,Titanium,0.435,0.073,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0507,0.0482,0.0357,72.0,0.115,0.5182,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.000935,0.004382,0.000628,0.00077544,0.004085,0.000832,0.00052704,0.651148,0.1039,-0.1948,0.1256,-0.09315,0.003327,-0.03117,0.008857142857142843,0.2669,0.7752,1.99,3_1
374,0,0,Titanium,0.435,0.073,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0507,0.0484,0.0354,72.0,0.12,0.5182,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.009733,0.000941,0.001534,0.00275,0.00059463,0.003264,0.009978,0.651148,0.0166,-0.03186,0.02019,-0.01533,0.001963,-0.005135000000000001,0.0036857142857142852,0.9004,2.668,4.18,3_1
375,0,0,Steel,0.43,0.07,0.5656,0.045,74.49998322747555,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0487,0.0494,0.0341,71.5,0.11,0.465,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.006757,0.001253,0.005102,0.003509,0.009377,0.006601,0.001978,0.648226,0.01338,-0.02429,0.01595,-0.01159,0.001377,-0.0038405,0.003192857142857142,0.4369,1.317,5.65,1_2
376,0,0,Steel,0.43,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0445,0.0389,0.0297,72.5,0.1006,0.4689,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.00764,0.00314,0.000867,0.003967,0.003214,0.001021,0.003368,0.669526,0.01628,-0.03031,0.01933,-0.01496,0.0008861,-0.0050555,0.0022928571428571434,0.3362,0.9868,5.32,1_2
377,0,0,Steel,0.39,0.005,0.5656,0.034,69.50000973248692,0.04,0.0327,0.04,0.0365,0.022,0.017,0.029,0.015,0.0408,0.0288,0.025,67.5,0.1002,0.36,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.008,0.000836,0.000584,0.003312,0.003896,0.00066261,0.003016,0.003216,0.617881,-0.002877,0.00472,-0.003077,0.002287,0.001229,-0.0020004999999999997,0.0028214285714285707,1.423,1.493,3.87,1_2
378,0,0,Steel,0.445,0.06,0.5656,0.055,74.0000202554444,0.04,0.0292,0.045,0.0365,0.022,0.017,0.0318,0.015,0.0571,0.0534,0.0224,71.0,0.09,0.355,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.008,0.003994,0.000757,0.001002,0.00070666,0.001947,0.001514,0.003976,0.672267,0.0156,-0.02757,0.01835,-0.0126,0.001782,-0.004027,0.004957142857142858,0.3844,0.6523,4.44,1_2
379,0,0,Titanium,0.405,0.07,0.5656,0.045,82.5000210335487,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0539,0.0516,0.0309,79.5,0.145,0.5176,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.00079,0.000646,0.001988,0.004064,0.007436,0.002089,0.00962,0.692181,0.01937,-0.04045,0.02333,-0.02258,0.002127,-0.008256,0.004428571428571434,0.8658,2.332,4.05,1_2
380,0,0,Steel,0.405,0.07,0.5656,0.045,72.99997971982306,0.04,0.0267,0.037,0.0365,0.02335,0.013,0.028,0.015,0.0419,0.034,0.0303,73.0,0.0815,0.534,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.007,0.001657,0.005846,0.003524,0.003524,0.00079963,0.00056952,0.005846,0.620868,0.008429,-0.01325,0.01006,-0.005606,0.0006158,-0.0017365,0.0015928571428571435,0.4936,1.573,6.62,1_2
381,0,0,Steel,0.405,0.07,0.5656,0.045,75.50002376309689,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0551,0.0589,0.0234,73.5,0.145,0.3389,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.000687,0.001284,0.000508,0.005648,0.00057749,0.001349,0.001086,0.659361,0.0286,-0.0527,0.03342,-0.02949,0.00151,-0.010705,0.004642857142857139,0.2112,0.5799,2.35,1_2
382,0,0,Steel,0.38,0.06,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0485,0.041,0.0183,73.5,0.1,0.316,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.004265,0.001477,0.002613,0.00056994,0.0009664,0.00080609,0.003845,0.639997,0.01066,-0.01667,0.01253,-0.00826,0.001108,-0.002732,0.004485714285714286,0.4404,0.7109,4.45,1_2
383,0,0,Steel,0.42776,0.065,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0493,0.0468,0.0338,72.5,0.0703,0.55,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.000971,0.00079,0.002154,0.001624,0.00077829,0.001561,0.0008852,0.661242,0.02657,-0.0446,0.03143,-0.01944,0.002567,-0.006139,0.005214285714285718,0.2899,0.9246,2.59,1_2
384,0,0,Steel,0.36322,-0.017,0.5656,0.037,69.50000973248692,0.04,0.0286,0.043,0.0365,0.02335,0.015,0.0318,0.015,0.036,0.0347,0.0173,70.5,0.1136,0.2947,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.003653,0.007491,0.006529,0.00070563,0.001247,0.005945,0.00551,0.593003,-0.001948,0.002783,-0.001962,0.001464,0.000547,-0.0013905,0.002735714285714286,1.186,0.7496,7.28,1_2
385,0,0,Steel,0.425,-0.03,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0493,0.0468,0.0338,74.0,0.2274,0.52,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.004901,0.001573,0.001897,0.002212,0.004444,0.00979,0.00080491,0.565285,-0.004983,0.008987,-0.004667,0.005171,0.001294,-0.006265,0.003885714285714287,0.97,0.7898,4.49,1_2
386,0,0,Steel,0.403,0.072,0.5656,0.045,74.30002095697489,0.04,0.0267,0.037,0.0365,0.02335,0.013,0.028,0.015,0.0394,0.0342,0.0306,72.5,0.1202,0.5692,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.007,0.007502,0.000676,0.001792,0.00083612,0.002359,0.009891,0.0017,0.646311,0.02127,-0.03957,0.02581,-0.02023,0.002152,-0.0070905,0.0047357142857142815,0.2933,0.7937,3.64,1_2
387,0,0,Steel,0.403,0.072,0.5656,0.045,74.30002095697489,0.04,0.0267,0.037,0.0365,0.02335,0.013,0.028,0.015,0.0394,0.0342,0.0305,72.5,0.1221,0.5692,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.007,0.002456,0.000963,0.001161,0.001161,0.00079847,0.004306,0.009106,0.646375,0.009822,-0.01862,0.01201,-0.009449,0.0011,-0.0033109999999999997,0.0023999999999999994,0.472,1.134,5.9,1_2
388,0,0,Steel,0.395,0.07,0.5656,0.045,75.00000349528622,0.04,0.0267,0.037,0.0365,0.02335,0.013,0.028,0.015,0.04,0.02,0.025,73.0,0.1146,0.505,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.007,0.000521,0.001807,0.00171,0.007546,0.006303,0.002111,0.004542,0.648134,0.0117,-0.02116,0.01388,-0.01096,0.000774,-0.0037730000000000003,0.0022142857142857138,0.4135,1.176,5.05,1_2
392,0,0,Titanium,0.415,0.025,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0528,0.0512,0.0309,71.0,0.1251,0.4651,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.002286,0.00189,0.00222,0.006988,0.004599,0.006457,0.002846,0.64594,-0.0085,0.01505,-0.008927,0.007911,0.001703,-0.007809999999999999,0.0047571428571428495,2.299,2.233,2.84,1_2
393,0,0,Titanium,0.405,0.07,0.5656,0.045,88.00001479634801,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0549,0.0539,0.0299,77.0,0.1507,0.4199,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.000776,0.000545,0.000871,0.00074052,0.004316,0.00056661,0.002865,0.709664,0.0377,-0.07955,0.04536,-0.04655,0.004226,-0.01756,0.00942857142857144,0.475,1.163,2.02,1_2
394,0,0,Steel,0.405,0.08,0.5656,0.045,75.99998673512805,0.06,0.0531,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0505,0.053,0.0477,73.6,0.14,0.579,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.007696,0.000701,0.000543,0.00098136,0.009254,0.00077431,0.003045,0.668259,0.0119,-0.02485,0.01525,-0.01275,0.002005,-0.004401,0.00597142857142857,0.2902,0.4697,5.16,1_2
395,0,0,Steel,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.0468,0.0385,73.0,0.1432,0.5968,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.002134,0.002134,0.004512,0.002826,0.004955,0.001217,0.002134,0.653639,0.01373,-0.02693,0.01649,-0.0142,0.001011,-0.005023,0.002742857142857141,0.4129,1.163,5.57,1_2
396,0,0,Titanium,0.406,0.07,0.5656,0.045,73.49999998763374,0.04,0.0336,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0435,0.0327,0.0264,73.0,0.1714,0.5847,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.001843,0.003085,0.002744,0.00059944,0.004592,0.001718,0.004646,0.661768,0.01818,-0.03931,0.02225,-0.02253,0.001961,-0.0083365,0.005935714285714286,0.7901,1.836,3.75,1_2
397,0,0,Titanium,0.406,0.07,0.5656,0.045,73.49999998763374,0.04,0.0336,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0435,0.0326,0.0268,73.0,0.1702,0.59,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.000595,0.001912,0.00086,0.00086031,0.00080433,0.00081379,0.003997,0.661834,0.025,-0.05423,0.03058,-0.0308,0.002212,-0.011505000000000001,0.005071428571428575,0.631,1.562,2.36,1_2
399,0,0,Titanium,0.406,0.07,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0435,0.0327,0.0246,73.0,0.1695,0.5847,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.006248,0.00055,0.000641,0.002803,0.004058,0.009047,0.007034,0.661768,0.02108,-0.04525,0.02562,-0.02564,0.00232,-0.009511499999999999,0.004878571428571438,0.7862,2.091,3.51,1_2
400,0,0,Aluminum,0.425,0.0775,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.035,0.015,0.05,0.0287,0.035,72.0,0.12,0.5587,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.007,0.00936,0.006151,0.004983,0.002829,0.004478,0.000626,0.009291,0.654208,0.02386,-0.04625,0.02919,-0.02252,0.001878,-0.0076395000000000005,0.004735714285714288,0.311,1.014,3.25,3_2
401,0,0,Steel,0.39,0.035,0.5656,0.05,71.49997621217057,0.04,0.0286,0.045,0.031,0.02335,0.022,0.0318,0.015,0.0505,0.0225,0.0353,74.5,0.2125,0.5725,0.068,0.12,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.000702,0.006336,0.006486,0.00179,0.001921,0.005254,0.00078918,0.614693,-0.004271,0.008826,-0.004512,0.005402,0.001019,-0.0078255,0.0030214285714285755,0.934,0.745,5.8,1_2
402,0,0,Steel,0.438,0.055,0.5656,0.035,72.99997971982306,0.0508,0.0286,0.036,0.0365,0.02335,0.0145,0.0286,0.015,0.055,0.06,0.025,71.0,0.0901,0.45,0.068,0.135,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.000741,0.00728,0.000597,0.003997,0.00061273,0.001491,0.0007476,0.72855,0.06112,-0.1175,0.07065,-0.0601,0.001335,-0.020810000000000002,0.0034285714285714123,0.1419,0.4106,4.14,1_2
404,0,0,Steel,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0271,0.035,0.0285,0.02335,0.013,0.0288,0.015,0.0403,0.046,0.0348,73.0,0.165,0.606,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.007003,0.005936,0.002556,0.005542,0.00052511,0.008166,0.003297,0.648424,0.01996,-0.04153,0.02368,-0.02333,0.0008441,-0.0084655,0.002764285714285715,0.281,0.7694,6.18,1_2
405,0,0,Steel,0.388,0.011,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0404,0.0423,0.0245,72.0,0.099,0.2643,0.068,0.11,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.00937,0.004774,0.00421,0.001147,0.00906,0.00094129,0.001269,0.574694,-0.004149,0.005456,-0.004211,0.002382,0.000838,-0.001608,0.002785714285714285,0.8138,1.595,5.05,1_2
406,0,0,Steel,0.39,0.04,0.5656,0.045,71.99999647998123,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.051,0.0464,0.0375,75.0,0.161,0.5964,0.068,0.13,0.015848936170212168,0.017758970309539254,0.33,0.35,0.009,0.004506,0.000915,0.000705,0.00083063,0.002813,0.00096994,0.002653,0.623103,-0.004552,0.009225,-0.005106,0.005191,0.001438,-0.005732,0.003542857142857142,1.092,0.8238,4.1,1_2
